age,relationship,education,race,sex,hours-per-week,income,income
"(40, 45]", Not-in-family, Masters, White, Female,"(30, 40]", >50K,3
"(40, 45]", Not-in-family, Masters, White, Female,"(40, 50]", >50K,6
"(40, 45]", Not-in-family, Masters, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Not-in-family, Masters, White, Female,"(50, 60]", <=50K,5
"(40, 45]", Not-in-family, Masters, White, Female,"(50, 60]", >50K,1
"(40, 45]", Not-in-family, Masters, White, Male,"(20, 30]", <=50K,1
"(40, 45]", Not-in-family, Masters, White, Male,"(30, 40]", <=50K,11
"(40, 45]", Not-in-family, Masters, White, Male,"(30, 40]", >50K,2
"(40, 45]", Not-in-family, Masters, White, Male,"(40, 50]", <=50K,7
"(40, 45]", Not-in-family, Masters, White, Male,"(40, 50]", >50K,6
"(40, 45]", Not-in-family, Masters, White, Male,"(50, 60]", >50K,2
"(40, 45]", Not-in-family, Masters, White, Male,"(50, 60]", <=50K,1
"(40, 45]", Not-in-family, Masters, White, Male,"(60, 70]", <=50K,1
"(40, 45]", Not-in-family, Preschool, White, Male,"(20, 30]", <=50K,1
"(40, 45]", Not-in-family, Prof-school, White, Female,"(30, 40]", >50K,2
"(40, 45]", Not-in-family, Prof-school, White, Female,"(90, 100]", <=50K,1
"(40, 45]", Not-in-family, Prof-school, White, Male,"(20, 30]", >50K,1
"(40, 45]", Not-in-family, Prof-school, White, Male,"(30, 40]", >50K,4
"(40, 45]", Not-in-family, Prof-school, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Not-in-family, Prof-school, White, Male,"(40, 50]", >50K,2
"(40, 45]", Not-in-family, Prof-school, White, Male,"(40, 50]", <=50K,1
"(40, 45]", Not-in-family, Prof-school, White, Male,"(50, 60]", >50K,1
"(40, 45]", Not-in-family, Some-college, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(40, 45]", Not-in-family, Some-college, Asian-Pac-Islander, Female,"(30, 40]", <=50K,2
"(40, 45]", Not-in-family, Some-college, Asian-Pac-Islander, Male,"(30, 40]", <=50K,2
"(40, 45]", Not-in-family, Some-college, Black, Female,"(20, 30]", <=50K,1
"(40, 45]", Not-in-family, Some-college, Black, Female,"(30, 40]", <=50K,11
"(40, 45]", Not-in-family, Some-college, Black, Male,"(10, 20]", <=50K,1
"(40, 45]", Not-in-family, Some-college, Black, Male,"(20, 30]", <=50K,1
"(40, 45]", Not-in-family, Some-college, Black, Male,"(30, 40]", <=50K,7
"(40, 45]", Not-in-family, Some-college, Black, Male,"(40, 50]", <=50K,3
"(40, 45]", Not-in-family, Some-college, Black, Male,"(40, 50]", >50K,1
"(40, 45]", Not-in-family, Some-college, Black, Male,"(50, 60]", <=50K,1
"(40, 45]", Not-in-family, Some-college, White, Female,"(10, 20]", <=50K,3
"(40, 45]", Not-in-family, Some-college, White, Female,"(20, 30]", <=50K,2
"(40, 45]", Not-in-family, Some-college, White, Female,"(30, 40]", <=50K,35
"(40, 45]", Not-in-family, Some-college, White, Female,"(30, 40]", >50K,3
"(40, 45]", Not-in-family, Some-college, White, Female,"(40, 50]", <=50K,12
"(40, 45]", Not-in-family, Some-college, White, Female,"(40, 50]", >50K,1
"(40, 45]", Not-in-family, Some-college, White, Female,"(50, 60]", <=50K,3
"(40, 45]", Not-in-family, Some-college, White, Female,"(70, 80]", <=50K,2
"(40, 45]", Not-in-family, Some-college, White, Male,"(10, 20]", <=50K,1
"(40, 45]", Not-in-family, Some-college, White, Male,"(20, 30]", <=50K,6
"(40, 45]", Not-in-family, Some-college, White, Male,"(30, 40]", <=50K,37
"(40, 45]", Not-in-family, Some-college, White, Male,"(30, 40]", >50K,3
"(40, 45]", Not-in-family, Some-college, White, Male,"(40, 50]", <=50K,20
"(40, 45]", Not-in-family, Some-college, White, Male,"(40, 50]", >50K,4
"(40, 45]", Not-in-family, Some-college, White, Male,"(50, 60]", <=50K,9
"(40, 45]", Not-in-family, Some-college, White, Male,"(50, 60]", >50K,1
"(40, 45]", Not-in-family, Some-college, White, Male,"(60, 70]", <=50K,1
"(40, 45]", Not-in-family, Some-college, White, Male,"(60, 70]", >50K,1
"(40, 45]", Not-in-family, Some-college, White, Male,"(70, 80]", >50K,1
"(40, 45]", Other-relative, 11th, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Other-relative, 12th, Black, Male,"(30, 40]", <=50K,1
"(40, 45]", Other-relative, 9th, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Other-relative, Assoc-voc, White, Female,"(10, 20]", <=50K,1
"(40, 45]", Other-relative, Assoc-voc, White, Male,"(40, 50]", >50K,2
"(40, 45]", Other-relative, Bachelors, Black, Male,"(40, 50]", <=50K,1
"(40, 45]", Other-relative, Bachelors, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Other-relative, Bachelors, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Other-relative, HS-grad, Black, Female,"(30, 40]", <=50K,5
"(40, 45]", Other-relative, HS-grad, Black, Male,"(30, 40]", <=50K,6
"(40, 45]", Other-relative, HS-grad, White, Female,"(10, 20]", <=50K,1
"(40, 45]", Other-relative, HS-grad, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Other-relative, HS-grad, White, Female,"(30, 40]", <=50K,5
"(40, 45]", Other-relative, HS-grad, White, Male,"(10, 20]", <=50K,1
"(40, 45]", Other-relative, HS-grad, White, Male,"(30, 40]", <=50K,3
"(40, 45]", Other-relative, HS-grad, White, Male,"(50, 60]", <=50K,1
"(40, 45]", Other-relative, Some-college, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Other-relative, Some-college, White, Female,"(30, 40]", <=50K,2
"(40, 45]", Other-relative, Some-college, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Other-relative, Some-college, White, Male,"(0, 10]", <=50K,1
"(40, 45]", Other-relative, Some-college, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Other-relative, Some-college, White, Male,"(40, 50]", <=50K,1
"(40, 45]", Own-child, 10th, Other, Male,"(40, 50]", >50K,1
"(40, 45]", Own-child, 10th, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Own-child, 10th, White, Male,"(40, 50]", <=50K,1
"(40, 45]", Own-child, 12th, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Own-child, 1st-4th, White, Male,"(0, 10]", <=50K,1
"(40, 45]", Own-child, 1st-4th, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Own-child, 5th-6th, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Own-child, 9th, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Own-child, 9th, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Assoc-acdm, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Assoc-acdm, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Own-child, Assoc-acdm, White, Male,"(30, 40]", <=50K,5
"(40, 45]", Own-child, Assoc-voc, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Assoc-voc, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Assoc-voc, White, Female,"(50, 60]", <=50K,1
"(40, 45]", Own-child, Assoc-voc, White, Male,"(40, 50]", <=50K,1
"(40, 45]", Own-child, Bachelors, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Bachelors, Black, Male,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Bachelors, White, Female,"(30, 40]", <=50K,4
"(40, 45]", Own-child, Bachelors, White, Female,"(40, 50]", >50K,1
"(40, 45]", Own-child, Bachelors, White, Female,"(50, 60]", <=50K,1
"(40, 45]", Own-child, Bachelors, White, Male,"(30, 40]", <=50K,8
"(40, 45]", Own-child, Bachelors, White, Male,"(30, 40]", >50K,1
"(40, 45]", Own-child, Bachelors, White, Male,"(50, 60]", <=50K,2
"(40, 45]", Own-child, HS-grad, Black, Female,"(30, 40]", <=50K,5
"(40, 45]", Own-child, HS-grad, White, Female,"(10, 20]", <=50K,2
"(40, 45]", Own-child, HS-grad, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Own-child, HS-grad, White, Female,"(30, 40]", <=50K,8
"(40, 45]", Own-child, HS-grad, White, Male,"(20, 30]", <=50K,1
"(40, 45]", Own-child, HS-grad, White, Male,"(30, 40]", <=50K,19
"(40, 45]", Own-child, HS-grad, White, Male,"(40, 50]", <=50K,2
"(40, 45]", Own-child, HS-grad, White, Male,"(40, 50]", >50K,1
"(40, 45]", Own-child, HS-grad, White, Male,"(50, 60]", <=50K,1
"(40, 45]", Own-child, HS-grad, White, Male,"(80, 90]", <=50K,1
"(40, 45]", Own-child, Masters, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Masters, White, Female,"(50, 60]", <=50K,2
"(40, 45]", Own-child, Masters, White, Male,"(90, 100]", <=50K,1
"(40, 45]", Own-child, Preschool, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Own-child, Some-college, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Some-college, Asian-Pac-Islander, Male,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Some-college, Black, Female,"(30, 40]", <=50K,2
"(40, 45]", Own-child, Some-college, Black, Male,"(30, 40]", <=50K,1
"(40, 45]", Own-child, Some-college, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Own-child, Some-college, White, Female,"(30, 40]", <=50K,10
"(40, 45]", Own-child, Some-college, White, Female,"(30, 40]", >50K,1
"(40, 45]", Own-child, Some-college, White, Female,"(70, 80]", <=50K,1
"(40, 45]", Own-child, Some-college, White, Male,"(10, 20]", <=50K,1
"(40, 45]", Own-child, Some-college, White, Male,"(30, 40]", <=50K,6
"(40, 45]", Own-child, Some-college, White, Male,"(30, 40]", >50K,2
"(40, 45]", Own-child, Some-college, White, Male,"(40, 50]", <=50K,4
"(40, 45]", Own-child, Some-college, White, Male,"(40, 50]", >50K,1
"(40, 45]", Own-child, Some-college, White, Male,"(50, 60]", <=50K,1
"(40, 45]", Own-child, Some-college, White, Male,"(70, 80]", <=50K,1
"(40, 45]", Unmarried, 10th, Black, Female,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, 10th, Black, Female,"(30, 40]", <=50K,2
"(40, 45]", Unmarried, 10th, Other, Female,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, 10th, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 10th, White, Male,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, 10th, White, Male,"(30, 40]", <=50K,3
"(40, 45]", Unmarried, 10th, White, Male,"(30, 40]", >50K,1
"(40, 45]", Unmarried, 10th, White, Male,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, 11th, Black, Female,"(20, 30]", <=50K,2
"(40, 45]", Unmarried, 11th, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 11th, Black, Female,"(50, 60]", <=50K,1
"(40, 45]", Unmarried, 11th, Other, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 11th, White, Female,"(10, 20]", <=50K,1
"(40, 45]", Unmarried, 11th, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, 11th, White, Female,"(30, 40]", <=50K,6
"(40, 45]", Unmarried, 11th, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, 12th, Black, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 12th, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 5th-6th, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 7th-8th, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 7th-8th, White, Male,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, 7th-8th, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 9th, Black, Female,"(30, 40]", <=50K,2
"(40, 45]", Unmarried, 9th, Black, Female,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, 9th, Black, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, 9th, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Assoc-acdm, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Assoc-acdm, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Assoc-acdm, Black, Female,"(40, 50]", <=50K,2
"(40, 45]", Unmarried, Assoc-acdm, Black, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Assoc-acdm, White, Female,"(20, 30]", <=50K,2
"(40, 45]", Unmarried, Assoc-acdm, White, Female,"(30, 40]", <=50K,6
"(40, 45]", Unmarried, Assoc-acdm, White, Female,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Assoc-acdm, White, Female,"(40, 50]", <=50K,2
"(40, 45]", Unmarried, Assoc-acdm, White, Male,"(30, 40]", <=50K,2
"(40, 45]", Unmarried, Assoc-acdm, White, Male,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Assoc-voc, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Assoc-voc, Asian-Pac-Islander, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Assoc-voc, Black, Female,"(30, 40]", <=50K,2
"(40, 45]", Unmarried, Assoc-voc, Black, Female,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Assoc-voc, White, Female,"(0, 10]", <=50K,1
"(40, 45]", Unmarried, Assoc-voc, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, Assoc-voc, White, Female,"(30, 40]", <=50K,9
"(40, 45]", Unmarried, Assoc-voc, White, Female,"(40, 50]", <=50K,4
"(40, 45]", Unmarried, Assoc-voc, White, Female,"(50, 60]", >50K,1
"(40, 45]", Unmarried, Assoc-voc, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Bachelors, Black, Female,"(0, 10]", <=50K,1
"(40, 45]", Unmarried, Bachelors, Black, Female,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, Bachelors, Black, Female,"(30, 40]", <=50K,4
"(40, 45]", Unmarried, Bachelors, Black, Female,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Bachelors, Black, Female,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, Bachelors, Black, Female,"(50, 60]", <=50K,1
"(40, 45]", Unmarried, Bachelors, Black, Female,"(80, 90]", >50K,1
"(40, 45]", Unmarried, Bachelors, Black, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Bachelors, Black, Male,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, Bachelors, White, Female,"(10, 20]", <=50K,1
"(40, 45]", Unmarried, Bachelors, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, Bachelors, White, Female,"(30, 40]", <=50K,23
"(40, 45]", Unmarried, Bachelors, White, Female,"(30, 40]", >50K,2
"(40, 45]", Unmarried, Bachelors, White, Female,"(40, 50]", <=50K,7
"(40, 45]", Unmarried, Bachelors, White, Female,"(40, 50]", >50K,2
"(40, 45]", Unmarried, Bachelors, White, Female,"(50, 60]", <=50K,1
"(40, 45]", Unmarried, Bachelors, White, Male,"(10, 20]", <=50K,1
"(40, 45]", Unmarried, Bachelors, White, Male,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, Bachelors, White, Male,"(30, 40]", <=50K,4
"(40, 45]", Unmarried, Bachelors, White, Male,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Bachelors, White, Male,"(40, 50]", >50K,6
"(40, 45]", Unmarried, Bachelors, White, Male,"(40, 50]", <=50K,4
"(40, 45]", Unmarried, Bachelors, White, Male,"(50, 60]", >50K,1
"(40, 45]", Unmarried, Bachelors, White, Male,"(60, 70]", <=50K,1
"(40, 45]", Unmarried, Doctorate, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Doctorate, Black, Female,"(20, 30]", >50K,1
"(40, 45]", Unmarried, Doctorate, Black, Female,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Doctorate, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Doctorate, White, Female,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Doctorate, White, Female,"(40, 50]", >50K,1
"(40, 45]", Unmarried, Doctorate, White, Male,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Doctorate, White, Male,"(60, 70]", >50K,1
"(40, 45]", Unmarried, HS-grad, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,2
"(40, 45]", Unmarried, HS-grad, Amer-Indian-Eskimo, Male,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, HS-grad, Asian-Pac-Islander, Female,"(30, 40]", <=50K,2
"(40, 45]", Unmarried, HS-grad, Black, Female,"(10, 20]", <=50K,2
"(40, 45]", Unmarried, HS-grad, Black, Female,"(20, 30]", <=50K,4
"(40, 45]", Unmarried, HS-grad, Black, Female,"(30, 40]", <=50K,30
"(40, 45]", Unmarried, HS-grad, Black, Female,"(40, 50]", <=50K,2
"(40, 45]", Unmarried, HS-grad, Black, Female,"(50, 60]", <=50K,1
"(40, 45]", Unmarried, HS-grad, Black, Female,"(50, 60]", >50K,1
"(40, 45]", Unmarried, HS-grad, Black, Male,"(30, 40]", <=50K,5
"(40, 45]", Unmarried, HS-grad, Black, Male,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, HS-grad, White, Female,"(20, 30]", <=50K,6
"(40, 45]", Unmarried, HS-grad, White, Female,"(30, 40]", <=50K,60
"(40, 45]", Unmarried, HS-grad, White, Female,"(30, 40]", >50K,3
"(40, 45]", Unmarried, HS-grad, White, Female,"(40, 50]", <=50K,10
"(40, 45]", Unmarried, HS-grad, White, Female,"(40, 50]", >50K,2
"(40, 45]", Unmarried, HS-grad, White, Female,"(50, 60]", <=50K,7
"(40, 45]", Unmarried, HS-grad, White, Male,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, HS-grad, White, Male,"(30, 40]", <=50K,17
"(40, 45]", Unmarried, HS-grad, White, Male,"(40, 50]", <=50K,7
"(40, 45]", Unmarried, HS-grad, White, Male,"(50, 60]", <=50K,3
"(40, 45]", Unmarried, HS-grad, White, Male,"(60, 70]", <=50K,1
"(40, 45]", Unmarried, Masters, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Masters, Black, Female,"(30, 40]", <=50K,3
"(40, 45]", Unmarried, Masters, Black, Female,"(30, 40]", >50K,2
"(40, 45]", Unmarried, Masters, Black, Female,"(50, 60]", >50K,1
"(40, 45]", Unmarried, Masters, Black, Male,"(40, 50]", >50K,1
"(40, 45]", Unmarried, Masters, White, Female,"(10, 20]", <=50K,1
"(40, 45]", Unmarried, Masters, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Unmarried, Masters, White, Female,"(30, 40]", <=50K,15
"(40, 45]", Unmarried, Masters, White, Female,"(30, 40]", >50K,3
"(40, 45]", Unmarried, Masters, White, Female,"(40, 50]", <=50K,5
"(40, 45]", Unmarried, Masters, White, Female,"(40, 50]", >50K,2
"(40, 45]", Unmarried, Masters, White, Female,"(50, 60]", <=50K,3
"(40, 45]", Unmarried, Masters, White, Male,"(0, 10]", >50K,1
"(40, 45]", Unmarried, Masters, White, Male,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Masters, White, Male,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Masters, White, Male,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, Masters, White, Male,"(60, 70]", >50K,1
"(40, 45]", Unmarried, Prof-school, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Prof-school, Black, Male,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Prof-school, White, Female,"(30, 40]", <=50K,3
"(40, 45]", Unmarried, Prof-school, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Unmarried, Prof-school, White, Female,"(40, 50]", >50K,1
"(40, 45]", Unmarried, Prof-school, White, Male,"(30, 40]", >50K,3
"(40, 45]", Unmarried, Prof-school, White, Male,"(50, 60]", >50K,1
"(40, 45]", Unmarried, Some-college, Amer-Indian-Eskimo, Female,"(10, 20]", <=50K,1
"(40, 45]", Unmarried, Some-college, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(40, 45]", Unmarried, Some-college, Black, Female,"(30, 40]", <=50K,24
"(40, 45]", Unmarried, Some-college, Black, Female,"(40, 50]", <=50K,3
"(40, 45]", Unmarried, Some-college, White, Female,"(0, 10]", <=50K,1
"(40, 45]", Unmarried, Some-college, White, Female,"(10, 20]", <=50K,5
"(40, 45]", Unmarried, Some-college, White, Female,"(20, 30]", <=50K,4
"(40, 45]", Unmarried, Some-college, White, Female,"(30, 40]", <=50K,39
"(40, 45]", Unmarried, Some-college, White, Female,"(30, 40]", >50K,1
"(40, 45]", Unmarried, Some-college, White, Female,"(40, 50]", <=50K,13
"(40, 45]", Unmarried, Some-college, White, Female,"(50, 60]", <=50K,2
"(40, 45]", Unmarried, Some-college, White, Female,"(50, 60]", >50K,1
"(40, 45]", Unmarried, Some-college, White, Male,"(30, 40]", <=50K,8
"(40, 45]", Unmarried, Some-college, White, Male,"(40, 50]", <=50K,8
"(40, 45]", Unmarried, Some-college, White, Male,"(40, 50]", >50K,1
"(40, 45]", Unmarried, Some-college, White, Male,"(50, 60]", >50K,4
"(40, 45]", Unmarried, Some-college, White, Male,"(50, 60]", <=50K,1
"(40, 45]", Unmarried, Some-college, White, Male,"(70, 80]", <=50K,1
"(40, 45]", Unmarried, Some-college, White, Male,"(80, 90]", >50K,1
"(40, 45]", Unmarried, Some-college, White, Male,"(90, 100]", <=50K,1
"(40, 45]", Wife, 11th, White, Female,"(20, 30]", <=50K,2
"(40, 45]", Wife, 11th, White, Female,"(30, 40]", <=50K,3
"(40, 45]", Wife, 11th, White, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, 12th, Black, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, 12th, White, Female,"(0, 10]", <=50K,1
"(40, 45]", Wife, 1st-4th, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Wife, 7th-8th, Black, Female,"(40, 50]", <=50K,1
"(40, 45]", Wife, 7th-8th, White, Female,"(50, 60]", <=50K,1
"(40, 45]", Wife, 9th, White, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, Assoc-acdm, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(40, 45]", Wife, Assoc-acdm, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Wife, Assoc-acdm, Black, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, Assoc-acdm, White, Female,"(40, 50]", >50K,2
"(40, 45]", Wife, Assoc-acdm, White, Female,"(90, 100]", <=50K,1
"(40, 45]", Wife, Assoc-voc, White, Female,"(10, 20]", >50K,1
"(40, 45]", Wife, Assoc-voc, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Wife, Assoc-voc, White, Female,"(30, 40]", >50K,6
"(40, 45]", Wife, Assoc-voc, White, Female,"(40, 50]", >50K,1
"(40, 45]", Wife, Bachelors, Amer-Indian-Eskimo, Female,"(40, 50]", >50K,1
"(40, 45]", Wife, Bachelors, Black, Female,"(30, 40]", >50K,3
"(40, 45]", Wife, Bachelors, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Wife, Bachelors, Black, Female,"(40, 50]", >50K,1
"(40, 45]", Wife, Bachelors, White, Female,"(0, 10]", >50K,1
"(40, 45]", Wife, Bachelors, White, Female,"(10, 20]", <=50K,2
"(40, 45]", Wife, Bachelors, White, Female,"(10, 20]", >50K,2
"(40, 45]", Wife, Bachelors, White, Female,"(20, 30]", >50K,2
"(40, 45]", Wife, Bachelors, White, Female,"(20, 30]", <=50K,1
"(40, 45]", Wife, Bachelors, White, Female,"(30, 40]", >50K,6
"(40, 45]", Wife, Bachelors, White, Female,"(30, 40]", <=50K,2
"(40, 45]", Wife, Bachelors, White, Female,"(40, 50]", >50K,5
"(40, 45]", Wife, Bachelors, White, Female,"(50, 60]", <=50K,2
"(40, 45]", Wife, Bachelors, White, Female,"(60, 70]", >50K,1
"(40, 45]", Wife, Doctorate, White, Female,"(20, 30]", >50K,1
"(40, 45]", Wife, Doctorate, White, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, Doctorate, White, Female,"(60, 70]", >50K,1
"(40, 45]", Wife, HS-grad, Black, Female,"(30, 40]", <=50K,1
"(40, 45]", Wife, HS-grad, Black, Female,"(40, 50]", >50K,1
"(40, 45]", Wife, HS-grad, White, Female,"(10, 20]", <=50K,5
"(40, 45]", Wife, HS-grad, White, Female,"(10, 20]", >50K,1
"(40, 45]", Wife, HS-grad, White, Female,"(20, 30]", <=50K,2
"(40, 45]", Wife, HS-grad, White, Female,"(20, 30]", >50K,1
"(40, 45]", Wife, HS-grad, White, Female,"(30, 40]", <=50K,19
"(40, 45]", Wife, HS-grad, White, Female,"(30, 40]", >50K,17
"(40, 45]", Wife, HS-grad, White, Female,"(40, 50]", <=50K,2
"(40, 45]", Wife, HS-grad, White, Female,"(50, 60]", <=50K,3
"(40, 45]", Wife, Masters, Amer-Indian-Eskimo, Female,"(40, 50]", >50K,1
"(40, 45]", Wife, Masters, Black, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, Masters, White, Female,"(10, 20]", >50K,1
"(40, 45]", Wife, Masters, White, Female,"(20, 30]", >50K,1
"(40, 45]", Wife, Masters, White, Female,"(30, 40]", >50K,8
"(40, 45]", Wife, Masters, White, Female,"(30, 40]", <=50K,1
"(40, 45]", Wife, Masters, White, Female,"(40, 50]", >50K,3
"(40, 45]", Wife, Masters, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Wife, Masters, White, Female,"(50, 60]", >50K,1
"(40, 45]", Wife, Prof-school, White, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, Prof-school, White, Female,"(50, 60]", >50K,1
"(40, 45]", Wife, Some-college, Asian-Pac-Islander, Female,"(30, 40]", >50K,1
"(40, 45]", Wife, Some-college, Black, Female,"(20, 30]", <=50K,1
"(40, 45]", Wife, Some-college, Black, Female,"(30, 40]", <=50K,2
"(40, 45]", Wife, Some-college, Black, Female,"(30, 40]", >50K,2
"(40, 45]", Wife, Some-college, White, Female,"(0, 10]", >50K,1
"(40, 45]", Wife, Some-college, White, Female,"(10, 20]", <=50K,1
"(40, 45]", Wife, Some-college, White, Female,"(20, 30]", <=50K,2
"(40, 45]", Wife, Some-college, White, Female,"(30, 40]", >50K,14
"(40, 45]", Wife, Some-college, White, Female,"(30, 40]", <=50K,8
"(40, 45]", Wife, Some-college, White, Female,"(40, 50]", >50K,3
"(40, 45]", Wife, Some-college, White, Female,"(40, 50]", <=50K,1
"(40, 45]", Wife, Some-college, White, Female,"(50, 60]", <=50K,1
"(40, 45]", Wife, Some-college, White, Female,"(60, 70]", >50K,1
"(40, 45]", Wife, Some-college, White, Female,"(90, 100]", <=50K,1
"(45, 50]", Husband, 10th, Black, Male,"(30, 40]", <=50K,4
"(45, 50]", Husband, 10th, Black, Male,"(40, 50]", <=50K,1
"(45, 50]", Husband, 10th, Black, Male,"(40, 50]", >50K,1
"(45, 50]", Husband, 10th, White, Male,"(20, 30]", <=50K,1
"(45, 50]", Husband, 10th, White, Male,"(30, 40]", <=50K,7
"(45, 50]", Husband, 10th, White, Male,"(30, 40]", >50K,5
"(45, 50]", Husband, 10th, White, Male,"(40, 50]", <=50K,2
"(45, 50]", Husband, 10th, White, Male,"(40, 50]", >50K,2
"(45, 50]", Husband, 10th, White, Male,"(50, 60]", <=50K,2
"(45, 50]", Husband, 10th, White, Male,"(60, 70]", <=50K,2
"(45, 50]", Husband, 10th, White, Male,"(60, 70]", >50K,1
